,prod_color,article_id
1492,"Kelly Lace Padded Idro 2p, color:  Light Beige",351933051
1493,"Kelly Lace Padded Idro 2p, color:  Pink",351933052
1494,"ED Luna 5pkt, color:  Black",352811001
1495,"Sara long (1), color:  White",352811025
1496,"Sara long (1), color:  Beige",352811027
1497,"Sara long (1), color:  White",352811033
1498,"Sara long (1), color:  Light Pink",352811039
1499,"Flirty New years Aliceband, color:  Gold",354041001
1510,"HW Garbo mask, color:  Black",355062002
1511,"HW Garbo mask, color:  Light Orange",355062004
1519,"Moa tanktop, color:  White",355307042
1520,"Moa tanktop, color:  Dark Blue",355307052
1521,"Moa tanktop, color:  Grey",355307053
1534,"Space Treggings s5, color:  Black",356174004
1545,"Flirty Millie shell, color:  Transparent",356438015
1546,"Flirty Millie shell, color:  Red",356438016
1547,"Flirty Millie shell, color:  Dark Green",356438017
1548,"Flirty Millie shell, color:  Green",356438023
1549,"Gigi fake suede p cap, color:  Dark Pink",356693020
1552,"Basic Endless hoop, color:  Gold",357751001
1553,"Basic Endless hoop, color:  Silver",357751002
1554,"Basic Endless hoop, color:  Light Orange",357751003
1555,"Alessa cat sunglasses, color:  Light Orange",357792003
1556,"Alessa cat sunglasses, color:  Black",357792004
1557,"Cool Alessa Cat, color:  Light Grey",357792006
1558,"Cool Alessa Cat, color:  Yellow",357792007
1559,"Cool Alessa Cat, color:  Light Purple",357792008
1560,"Cool Alessa Cat, color:  Other Red",357792009
1561,"Alessa cat sunglasses, color:  Black",357792011
1562,"Mandy shorts, color:  Light Pink",358254004
1569,"Basic Ronaldo necklace, color:  Gold",358753001
1570,"Basic Ronaldo necklace, color:  Silver",358753005
1575,"Viola trs (W), color:  Blue",359504016
1576,"Viola trs (W), color:  Blue",359504019
1592,"Chloe 3/4 AOP, color:  Grey",361401005
1593,"Claire S/S, color:  Grey",361467024
1594,"Claire S/S, color:  Blue",361467033
1595,"Claire S/S, color:  Dark Blue",361467035
1596,"Claire S/S, color:  Light Red",361467038
1601,"Mama Support 30 den 1p Tights, color:  Beige",362219001
1602,"Mama Support 30 den 1p Tights, color:  Black",362219002
1659,"Mama 200 den Leggings, color:  Black",367372001
1661,"Biq Square Claw, color:  Gold",368038002
1662,"Biq Square Claw, color:  Black",368038004
1663,"Biq Square Claw, color:  Yellowish Brown",368038005
1664,"Biq Square Claw, color:  Light Orange",368038011
1675,"ED Long leggings, color:  Black",368979001
1678,"John sunglasses, color:  Light Orange",369796004
1679,"John sunglasses, color:  Dark Green",369796007
1680,"Cool Metal John Round, color:  Dark Pink",369796023
1681,"Cool Metal John Round, color:  Light Grey",369796024
1682,"Cool Metal John Round, color:  Gold",369796025
1683,"Cool Metal John Round, color:  Dark Purple",369796026
1684,"Cool Metal John Round, color:  Light Green",369796027
1685,"John sunglasses, color:  Bronze/Copper",369796032
1686,"John sunglasses, color:  Light Orange",369796035
1687,"Saya sunglasses, color:  Light Orange",370594006
1688,"Saya sunglasses, color:  Dark Grey",370594007
1689,"Saya sunglasses, color:  Yellowish Brown",370594017
1690,"Saya sunglasses, color:  Black",370594018
1691,"Saya sunglasses, color:  Light Beige",370594020
1692,"Saya sunglasses, color:  Black",370594021
1693,"Saya sunglasses, color:  Yellow",370594023
1695,"Virginie shorts 2p (K), color:  White",370868011
1696,"Virginie shorts 2p (K), color:  White",370868012
1697,"Virginie shorts 2p (K), color:  Light Pink",370868013
1698,"Halter, color:  Black",372008001
1699,"Halter, color:  White",372008010
1700,"Halter, color:  Yellow",372008011
1701,"Halter, color:  Grey",372008012
1707,"Spencer Softbra 2pk, color:  Grey",372628013
1708,"Spencer Softbra 2pk, color:  White",372628015
1709,"Spencer Softbra 2pk, color:  White",372628016
1710,"Spencer Softbra 2pk, color:  Light Grey",372628017
1711,"Spencer Softbra 2pk, color:  White",372628019
1712,"Spencer Softbra 2pk, color:  Dark Grey",372628020
1713,"7p Basic Shaftless, color:  Black",372860001
1714,"7p Basic Shaftless, color:  White",372860002
1715,"Basic 7p Shaftless, color:  Light Grey",372860024
1716,"Basic 7p Shaftless, color:  Dark Grey",372860041
1717,"Basic 7p Shaftless, color:  White",372860043
1718,"Basic 7p Shaftless, color:  Dark Red",372860051
1719,"Basic 7p Shaftless, color:  Dark Blue",372860052
1720,"Basic 7p Shaftless, color:  Pink",372860062
1721,"Basic 7p Shaftless, color:  Light Blue",372860063
1722,"Basic 7p Shaftless, color:  Pink",372860068
1723,"Basic 7p Shaftless, color:  Light Blue",372860069
1724,"Basic 7p Shaftless, color:  Pink",372860072
1725,"Basic 7p Shaftless, color:  Light Blue",372860073
1726,"Basic 7p Shaftless, color:  Light Pink",372860076
1727,"Everyday 5p shaftless, color:  Black",373493008
1728,"Everyday 5p shaftless, color:  White",373493009
1729,"Everyday 5p shaftless, color:  Dark Red",373493010
1730,"Trainer 3p sock, color:  Black",373506001
1731,"Trainer 3p sock, color:  White",373506004
1732,"Trainer 3p sock, color:  Light Grey",373506008
1733,"Trainer 3p sock, color:  Grey",373506011
1734,"Trainer 3p sock, color:  White",373506018
1735,"Trainer 3p sock, color:  White",373506019
1736,"Trainer 3p sock, color:  Beige",373506023
1737,"Trainer 3p sock, color:  Pink",373506024
1738,"Trainer 3p sock, color:  Pink",373506025
1739,"Trainer 3p sock, color:  White",373506026
1740,"Trainer 3p sock, color:  Other",373506027
1772,"Karla sunglasses, color:  Yellowish Brown",376172001
1773,"Karla sunglasses, color:  Black",376172002
1774,"Karla sunglasses, color:  Red",376172003
1775,"Karla sunglasses, color:  Greenish Khaki",376172006
1797,"EASY PEASY swimsuit (1), color:  Black",377289002
1798,"Flirty Real flower shell, color:  Transparent",377436002
1799,"Flirty Real flower shell, color:  Pink",377436007
1800,"Flirty Real flower shell, color:  Light Blue",377436011
1801,"Flirty Real flower shell, color:  Red",377436014
1846,"Flirty Milkyway Eardeco (1), color:  Gold",378719001
1870,"Mama plain cotton leggings 2p, color:  Black",379963002
1901,"Henric Superpush, color:  Black",383152002
1902,"Henric Superpush, color:  Light Beige",383152003
1903,"SPEED Pavlova dress, color:  Black",383569008
1904,"SPEED Pavlova dress, color:  Pink",383569009
1931,"Cool Betty earring pk, color:  Black",386463001
1932,"Cool Betty earring pk, color:  Light Orange",386463006
1933,"Cool Betty earring pk, color:  Dark Red",386463014
1934,"Big Arjuna crossbag, color:  Black",386678001
1935,"Big Arjuna crossbag, color:  Yellowish Brown",386678003
1936,"Mini Cross Bag, color:  Black",386681012
1937,"Mini cross bag, color:  Light Pink",386681013
1938,"Mini cross bag, color:  White",386681014
1939,"Mini Cross Bag, color:  Silver",386681016
1940,"Mini cross bag, color:  Dark Orange",386681018
1941,"Penny leather cross, color:  Light Grey",386695004
1970,"Petit cross bag (1), color:  Red",387444006
1981,"Iwa Nightslip (J), color:  Light Blue",389479006
1982,"Iwa Nightslip (J), color:  White",389479007
1983,"Poppy Poncho (1), color:  Off White",389892002
1984,"Meadow Push Bonny, color:  Light Orange",390469004
1985,"Meadow Push Bonny, color:  Blue",390469005
1986,"Meadow Push Bonny, color:  Dark Blue",390469006
1987,"Haddock Beanie, color:  Black",390512001
1988,"Haddock Beanie, color:  Light Pink",390512006
1989,"Haddock Beanie, color:  Light Yellow",390512010
1990,"Haddock Beanie, color:  Light Pink",390512011
1991,"Haddock Beanie, color:  Light Grey",390512018
1992,"Sian Headband, color:  Light Orange",390531007
1993,"Sian Headband, color:  Light Blue",390531008
2028,"Ida Padded bra (1), color:  White",392933006
2042,"Agnes polo, color:  Black",393750002
2046,"Fuji jacket, color:  Dark Blue",393993002
2047,"Fuji jacket, color:  Dark Red",393993004
2071,"Emily Brief, color:  Black",395575001
2072,"Emily Brief, color:  Light Beige",395575002
2118,"Glamping, color:  Black",396135007
2119,"Glamping, color:  Grey",396135008
2120,"Glamping, color:  Dark Blue",396135023
2121,"Glamping, color:  Off White",396135035
2122,"Glamping, color:  Dark Red",396135040
2123,"Glamping, color:  Light Blue",396135041
2124,"Glamping, color:  Other Pink",396135044
2125,"Glamping, color:  Yellow",396135045
2126,"Glamping, color:  Green",396135046
2127,"Glamping, color:  Greenish Khaki",396135047
2128,"Glamping, color:  Dark Blue",396135048
2129,"Glamping, color:  Beige",396135049
2130,"Glamping, color:  Dark Grey",396135052
2131,"Glamping, color:  Dark Blue",396135058
2132,"Glamping, color:  White",396135065
2145,"Sara 3/4, color:  Black",398074001
2146,"Sara 3/4, color:  Dark Turquoise",398074046
2147,"Sara 3/4, color:  Dark Blue",398074048
2148,"Sara 3/4, color:  Dark Blue",398074055
2149,"Sara 3/4, color:  Black",398074056
2150,"Sara 3/4, color:  Grey",398074059
2151,"Sara 3/4, color:  Dark Red",398074065
2152,"Sara 3/4, color:  White",398074069
2162,"Molly T-shirt, color:  Light Grey",398559008
2177,"Jacket Slim, color:  Red",399061007
2178,"Jacket Slim, color:  Light Blue",399061008
2179,"Jacket Slim, color:  Blue",399061011
2180,"Jacket Slim, color:  Blue",399061012
2181,"Jacket Slim, color:  Black",399061015
2182,"Jacket Slim, color:  Light Blue",399061017
2183,"Jacket Slim, color:  Dark Blue",399061018
2184,"Jacket Slim (1), color:  Light Pink",399061019
2185,"Jacket Slim (1), color:  White",399061023
2186,"Jacket Slim, color:  Dark Blue",399061026
2187,"Jacket Slim, color:  Light Beige",399061027
2188,"Jacket Slim, color:  Blue",399061028
2189,"Jacket Slim, color:  Black",399061032
2190,"Jacket Slim (1), color:  Light Blue",399061033
2191,"Jacket Slim, color:  Blue",399061040
2252,"Skinny Ankle R.W Brooklyn, color:  Black",399256001
2253,"Skinny Ankle R.W Brooklyn, color:  Dark Blue",399256002
2254,"Skinny Ankle R.W Brooklyn, color:  Blue",399256003
2255,"Skinny Ankle R.W Brooklyn, color:  White",399256005
2256,"Skinny Ankle R.W Brooklyn, color:  Light Pink",399256009
2257,"Skinny Ankle R.W Brooklyn, color:  Light Blue",399256013
2258,"Skinny Ankle R.W Brooklyn, color:  Blue",399256018
2259,"Skinny Ankle R.W Brooklyn, color:  Grey",399256019
2260,"Skinny Ankle R.W Brooklyn, color:  Light Blue",399256023
2261,"Skinny Ankle R.W Brooklyn, color:  Dark Green",399256030
2262,"Skinny Ankle R.W Brooklyn, color:  Dark Blue",399256032
2263,"Skinny Ankle R.W Brooklyn, color:  Blue",399256036
2264,"Skinny Ankle R.W Brooklyn, color:  Off White",399256037
2279,"Culotte, color:  Light Blue",400296010
2280,"Culotte, color:  Blue",400296011
2321,"Icona Premium scarf, color:  Black",402382004
2322,"Icona Premium scarf, color:  Dark Red",402382008
2323,"Icona Premium scarf, color:  Beige",402382009
2324,"Icona Premium scarf, color:  Light Pink",402382010
2325,"Icona Premium scarf, color:  Light Grey",402382012
2326,"Icona premium beanie, color:  Black",402389001
2327,"Icona premium beanie, color:  Dark Red",402389009
2328,"Icona premium beanie, color:  Light Pink",402389010
2329,"Icona premium beanie, color:  Beige",402389014
2396,"Romeo push Melbourne, color:  Light Pink",405676023
2427,"Daphne l/s, color:  Black",407040001
2428,"Adele LS, color:  Black",407147005
2432,"Basic 9-pk studs, color:  Gold",407653001
2433,"Basic 9-pk studs, color:  Silver",407653002
2434,"Class Jacob studpk, color:  Light Pink",407663001
2435,"Class Jacob studpk, color:  Other Pink",407663007
2436,"Class Jacob studpk, color:  Black",407663008
2437,"Class Ture bangle, color:  Gold",407806001
2438,"Class Ture bangle, color:  Silver",407806002
2448,"Rolled edge 3p Socks, color:  Black",408554004
2449,"Rolled edge 3p Socks, color:  Light Purple",408554006
2450,"Lurex 2p Sock, color:  Dark Red",408569005
2451,"Lurex 2p Sock, color:  Black",408569009
2452,"Lurex 2p Sock, color:  Dark Pink",408569010
2453,"Tua 2p kneehigh, color:  Grey",408571001
2454,"Tua 2p kneehigh, color:  Grey",408571002
2455,"Papai 1p Overknee, color:  Light Grey",408575003
2456,"Papai 1p Overknee, color:  Light Grey",408575004
2457,"Chenille 2p Lounge sock, color:  Light Pink",408647007
2458,"Chenille 2p Lounge sock, color:  Dark Red",408647008
2459,"Chenille 2p Lounge sock, color:  Black",408647009
2460,"Chenille 2p Lounge sock, color:  Dark Red",408647010
2461,"Fun Chenille 2p Lounge sock, color:  White",408649006
2462,"Fun Chenille 2p Lounge sock, color:  Light Beige",408649007
2463,"Fun Chenille 2p Lounge sock, color:  Light Pink",408649008
2464,"X-mas 2p Heavy Socks, color:  Dark Red",408664003
2465,"X-mas 2p Heavy Socks, color:  Dark Red",408664007
2466,"X-mas 2p Heavy Socks, color:  Grey",408664008
2467,"X-mas 2p Heavy Socks, color:  Dark Grey",408664009
2468,"X-mas 2p Heavy Socks, color:  Beige",408664010
2529,"OL BLIXTEN PQ sneaker, color:  Light Grey",411974005
2532,"Houston SP Andes, color:  Dark Red",412333004
2533,"Mama fleece leggings, color:  Black",412370001
2534,"Mama fleece leggings, color:  Grey",412370002
2535,"Walker Knitted Tube, color:  Light Pink",412579006
2548,"Bowie Push Mirny, color:  Light Orange",413599003
2576,"Fanny shorts, color:  Greenish Khaki",414079002
2617,"Cool Vesper watch, color:  Black",417427001
2618,"Classic Vesper watch, color:  Grey",417427005
2619,"Classic Vesper watch, color:  Beige",417427007
2620,"Cool Vesper watch, color:  White",417427020
2621,"Classic Vesper watch, color:  Black",417427026
2622,"Cool Vesper watch, color:  Grey",417427031
2623,"Cool Vesper watch, color:  Light Beige",417427035
2624,"Cool Vesper watch, color:  Black",417427037
2625,"Cool Vesper watch, color:  Light Beige",417427039
2626,"Cool Vesper watch, color:  Dark Grey",417427040
2627,"Smith Push, color:  Black",417687001
2628,"Smith Push, color:  Dark Turquoise",417687003
2632,"Support 20 den 1p tights, color:  Beige",417951001
2633,"Support 20 den 1p tights, color:  Black",417951005
2644,"OL TAGE PQ, color:  Beige",420049002
2645,"OL TAGE PQ, color:  Dark Yellow",420049003
2649,"Harrison SP Andes, color:  Black",420387004
2650,"Harrison superpush, color:  Light Orange",420387005
2651,"Harrison SP Body, color:  White",420396005
2677,"Nina classic flannel PJ, color:  Dark Red",422393004
2678,"Jolly Box Brazilian 3pk, color:  Light Grey",422461006
2680,"W Enzo (1), color:  Light Orange",423112004
2711,"Annabel V neck, color:  Black",424022011
2713,"Merino 2p socks., color:  White",424432004
2719,"Leila sarong (1), color:  Black",425217001
2720,"Leila sarong (1), color:  Light Orange",425217006
2721,"Leila sarong (1), color:  Dark Green",425217007
2722,"Leila sarong (1), color:  Pink",425217008
2723,"Leila sarong (1), color:  Yellow",425217010
2724,"Leila sarong (1), color:  Orange",425217011
2725,"Hudson sarong, color:  Light Beige",425218024
2726,"Vera LL PJ (J), color:  White",425242005
2727,"Vera LL PJ (J), color:  Grey",425242006
2738,"Vintage Ankle H.W, color:  Blue",426013023
2739,"Vintage Ankle H.W, color:  Light Blue",426013024
2742,"Ellen Shortie Daisy Low 3p, color:  Black",426199002
2743,"Ellen Shortie Daisy Low 3p, color:  Dark Grey",426199010
2744,"Ellen Shortie Daisy Low 3p, color:  Grey",426199018
2745,"Ellen Shortie Daisy Low 3p, color:  Dark Red",426199019
2746,"Ellen Shortie Daisy Low 3p, color:  Dark Grey",426199021
2747,"Ellen Shortie Daisy Low 3p, color:  Light Grey",426199027
2748,"Ellen Shortie Daisy Low 3p, color:  Dark Grey",426199028
2749,"Ellen Shortie Daisy Low 3p, color:  Dark Grey",426199029
2782,"Charlotte SP Andes, color:  Black",429313002
2783,"Charlotte SP Andes, color:  Dark Red",429313006
2784,"Charlotte SP Andes, color:  White",429313008
2785,"Charlotte SP Andes, color:  Dark Red",429313013
2786,"Charlotte SP Andes, color:  Light Pink",429313016
2787,"Charlotte SP Andes, color:  Black",429313017
2788,"Charlotte SP Andes, color:  Red",429313020
2789,"Charlotte SP Andes, color:  Dark Blue",429313021
2790,"Charlotte SP Andes, color:  Light Pink",429313023
2791,"Charlotte SP Andes, color:  Red",429313025
2792,"Charlotte SP Andes, color:  Pink",429313031
2793,"Carla Brazilian Azalea Low, color:  Black",429314002
2794,"Charlotte SP N-Slip Andes, color:  Black",429322001
2795,"Charlotte SP N-Slip Andes, color:  Dark Red",429322004
2796,"Charlotte SP N-Slip Andes, color:  Black",429322007
2804,"Skinny RW shaping, color:  Black",430694015
2805,"Skinny RW shaping, color:  Dark Blue",430694018
2806,"Skinny RW shaping, color:  White",430694019
2807,"Skinny RW shaping, color:  Dark Blue",430694023
2810,"Indiana Printed Scarf, color:  Blue",431570012
2811,"Indiana Printed Scarf, color:  Light Blue",431570014
2812,"Indiana Printed Scarf, color:  Black",431570016
2813,"Indiana Printed Scarf, color:  Dark Beige",431570017
2814,"Net Tight, color:  Black",432566001
2815,"Net 1p Tights, color:  Beige",432566004
2816,"Net 1p Tights, color:  Dark Red",432566006
2831,"NT Maria 2-pack, color:  White",433414010
2832,"NT Maria 2-pack, color:  Dark Blue",433414016
2833,"Maria NT 2-pack, color:  Light Grey",433414020
2834,"NT Maria 2-pack, color:  Dark Blue",433414022
2835,"NT Maria 2-pack, color:  Dark Blue",433414028
